Black Body Radiation Experiment Wed, Oct 19, 2022 11:05 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.12699
0.00000	-0.12409
0.00000	-0.12070
0.00000	-0.12763
0.00000	-0.12779
0.00000	-0.12425
0.00000	-0.12441
0.00000	-0.12586
0.00000	-0.12586
0.00000	-0.12473
0.00000	-0.12537
0.00000	-0.12537
0.00000	-0.13262
0.00000	-0.12376
0.00000	-0.12521
0.00000	-0.12344
0.00000	-0.12393
0.00000	-0.12666
0.00000	-0.12409
0.00000	-0.12811
0.00000	-0.12409
0.00000	-0.12521
0.00000	-0.12699
0.00000	-0.12489
0.00000	-0.12844
0.00000	-0.12940
0.00000	-0.12393
0.00000	-0.12360
0.00000	-0.12650
0.00000	-0.12666
0.00000	-0.12940
0.00000	-0.12280
0.00000	-0.12393
0.00000	-0.12908
0.00000	-0.12715
0.00000	-0.12489
0.00000	-0.12248
0.00000	-0.12505
0.00000	-0.12763
0.00000	-0.12682
0.00000	-0.12473
0.00000	-0.12892
0.00000	-0.12779
0.00000	-0.12586
0.00000	-0.12441
0.00000	-0.12666
0.00000	-0.12521
0.00000	-0.12618
0.00000	-0.12441
0.00000	-0.12344
0.00000	-0.12489
0.00000	-0.12747
0.00000	-0.12473
0.00000	-0.12618
0.00000	-0.12650
0.00000	-0.12747
0.00000	-0.12747
0.00000	-0.12972
0.00000	-0.12570
0.00000	-0.12425
0.00000	-0.12650
0.00000	-0.12360
0.00000	-0.12747
0.00000	-0.12360
0.00000	-0.13053
0.00000	-0.12280
0.00000	-0.12393
0.00000	-0.12521
0.00000	-0.12473
0.00000	-0.12086
0.00000	-0.12473
0.00000	-0.12940
0.00000	-0.12763
0.00000	-0.12682
0.00000	-0.12634
0.00000	-0.12666
0.00000	-0.12650
0.00000	-0.12521
0.00000	-0.12715
0.00000	-0.12682
0.00000	-0.12650
0.00000	-0.12860
0.00000	-0.12441
0.00000	-0.12699
0.00000	-0.12457
0.00000	-0.12409
0.00000	-0.12505
0.00000	-0.12876
0.00000	-0.12393
0.00000	-0.12811
0.00000	-0.12779
0.00000	-0.13101
0.00000	-0.12376
0.00000	-0.12715
0.00000	-0.12650
0.00000	-0.12505
0.00000	-0.12409
0.00000	-0.12344
0.00000	-0.12763
0.00000	-0.12425
0.00000	-0.12650
0.00000	-0.12264
0.00000	-0.12634
0.00000	-0.12908
0.00000	-0.12280
0.00000	-0.12376
0.00000	-0.12827
0.00000	-0.12409
0.00000	-0.12248
