Black Body Radiation Experiment Wed, Oct 19, 2022 11:03 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.13762
0.00000	-0.14036
0.00000	-0.13697
0.00000	-0.13778
0.00000	-0.13955
0.00000	-0.13649
0.00000	-0.13842
0.00000	-0.13923
0.00000	-0.14326
0.00000	-0.13166
0.00000	-0.13665
0.00000	-0.13617
0.00000	-0.13987
0.00000	-0.14455
0.00000	-0.13907
0.00000	-0.13971
0.00000	-0.13456
0.00000	-0.13730
0.00000	-0.14213
0.00000	-0.14036
0.00000	-0.13875
0.00000	-0.13730
0.00000	-0.13939
0.00000	-0.14358
0.00000	-0.14020
0.00000	-0.13762
0.00000	-0.14068
0.00000	-0.13891
0.00000	-0.13907
0.00000	-0.14003
0.00000	-0.14213
0.00000	-0.14116
0.00000	-0.13891
0.00000	-0.14084
0.00000	-0.13842
0.00000	-0.14293
0.00000	-0.13810
0.00000	-0.13826
0.00000	-0.13891
0.00000	-0.13649
0.00000	-0.14003
0.00000	-0.13907
0.00000	-0.13858
0.00000	-0.13552
0.00000	-0.13971
0.00000	-0.14132
0.00000	-0.13730
0.00000	-0.13826
0.00000	-0.13407
0.00000	-0.13971
0.00000	-0.14084
0.00000	-0.13891
0.00000	-0.13778
0.00000	-0.13681
0.00000	-0.13939
0.00000	-0.14052
0.00000	-0.13569
0.00000	-0.13810
0.00000	-0.13681
0.00000	-0.14326
0.00000	-0.13617
0.00000	-0.13939
0.00000	-0.14003
0.00000	-0.13762
0.00000	-0.13939
0.00000	-0.13649
0.00000	-0.13778
0.00000	-0.13714
0.00000	-0.13714
0.00000	-0.13907
0.00000	-0.14036
0.00000	-0.13891
0.00000	-0.13601
0.00000	-0.13617
0.00000	-0.13794
0.00000	-0.13536
0.00000	-0.14003
0.00000	-0.14036
0.00000	-0.14181
0.00000	-0.13762
0.00000	-0.13891
0.00000	-0.13923
0.00000	-0.13762
0.00000	-0.14148
0.00000	-0.13488
0.00000	-0.13842
0.00000	-0.14003
0.00000	-0.14213
0.00000	-0.13794
0.00000	-0.13778
0.00000	-0.14068
0.00000	-0.14068
0.00000	-0.13875
0.00000	-0.13552
0.00000	-0.13552
0.00000	-0.14020
0.00000	-0.13601
0.00000	-0.13407
0.00000	-0.14116
0.00000	-0.14310
0.00000	-0.13504
0.00000	-0.13810
0.00000	-0.14132
0.00000	-0.14229
0.00000	-0.13472
0.00000	-0.13907
0.00000	-0.13697
0.00000	-0.13617
0.00000	-0.13746
0.00000	-0.13520
0.00000	-0.13633
0.00000	-0.13069
0.00000	-0.14068
0.00000	-0.13536
0.00000	-0.13488
0.00000	-0.13697
0.00000	-0.13633
0.00000	-0.13649
0.00000	-0.14181
0.00000	-0.14052
0.00000	-0.13633
0.00000	-0.14003
0.00000	-0.13842
0.00000	-0.14165
0.00000	-0.14148
0.00000	-0.13778
0.00000	-0.13778
0.00000	-0.14310
0.00000	-0.13826
0.00000	-0.13569
0.00000	-0.13923
0.00000	-0.13810
0.00000	-0.13617
0.00000	-0.13923
0.00000	-0.14084
0.00000	-0.13552
0.00000	-0.13923
0.00000	-0.14293
0.00000	-0.13907
0.00000	-0.14100
0.00000	-0.13842
0.00000	-0.13552
0.00000	-0.13907
0.00000	-0.13762
0.00000	-0.14100
0.00000	-0.13810
0.00000	-0.13939
0.00000	-0.13665
0.00000	-0.13826
0.00000	-0.13665
0.00000	-0.14003
0.00000	-0.13923
0.00000	-0.13794
0.00000	-0.13907
0.00000	-0.13585
0.00000	-0.13794
0.00000	-0.13649
0.00000	-0.13891
0.00000	-0.13552
0.00000	-0.13730
0.00000	-0.14148
0.00000	-0.14245
0.00000	-0.13649
0.00000	-0.13971
0.00000	-0.13697
0.00000	-0.13778
0.00000	-0.13891
0.00000	-0.14165
0.00000	-0.13569
0.00000	-0.13746
0.00000	-0.14003
0.00000	-0.13826
0.00000	-0.13633
0.00000	-0.14197
0.00000	-0.13987
0.00000	-0.13907
0.00000	-0.13891
0.00000	-0.13810
0.00000	-0.13955
0.00000	-0.13456
0.00000	-0.13987
0.00000	-0.14003
0.00000	-0.14148
0.00000	-0.13665
0.00000	-0.13955
0.00000	-0.13714
0.00000	-0.13794
0.00000	-0.13762
0.00000	-0.14068
0.00000	-0.13746
0.00000	-0.13665
0.00000	-0.13939
0.00000	-0.13407
0.00000	-0.13923
0.00000	-0.14213
0.00000	-0.13746
0.00000	-0.14197
0.00000	-0.13971
0.00000	-0.14052
0.00000	-0.13520
0.00000	-0.13504
0.00000	-0.13585
0.00000	-0.14310
0.00000	-0.13939
0.00000	-0.14100
0.00000	-0.14342
0.00000	-0.13649
0.00000	-0.13858
0.00000	-0.13907
0.00000	-0.13601
0.00000	-0.13810
0.00000	-0.13858
0.00000	-0.13907
0.00000	-0.13697
0.00000	-0.13520
0.00000	-0.14020
0.00000	-0.13697
0.00000	-0.13681
0.00000	-0.13762
0.00000	-0.14132
0.00000	-0.13907
0.00000	-0.14036
0.00000	-0.13714
0.00000	-0.13649
0.00000	-0.14052
0.00000	-0.13987
0.00000	-0.13826
0.00000	-0.13714
0.00000	-0.14084
0.01035	-0.13295
0.01035	-0.13923
0.01035	-0.13923
0.01035	-0.13907
0.01035	-0.14036
0.01035	-0.13762
0.01035	-0.14020
0.01035	-0.14229
0.01035	-0.13923
0.01035	-0.14390
0.01035	-0.13778
0.01035	-0.13697
0.01035	-0.13955
0.01035	-0.14084
0.01035	-0.13907
0.01035	-0.13456
0.01035	-0.13810
0.01035	-0.13778
0.01035	-0.14390
0.01035	-0.14406
0.01035	-0.13794
0.01035	-0.13891
0.01035	-0.14229
0.01035	-0.14068
0.01035	-0.13697
0.01035	-0.14068
0.01035	-0.14181
0.01035	-0.13633
0.01035	-0.13955
0.01035	-0.13971
0.01035	-0.14003
0.01035	-0.13810
0.01035	-0.13504
0.01035	-0.14148
0.01035	-0.13730
0.01035	-0.14020
0.01035	-0.13714
0.01035	-0.14084
0.01035	-0.13472
0.01035	-0.14068
0.01035	-0.14165
0.01035	-0.13826
0.01035	-0.13794
0.01035	-0.13842
0.01035	-0.14052
0.01035	-0.14003
0.01035	-0.13858
0.01035	-0.14020
0.01035	-0.13617
0.01035	-0.14036
0.01035	-0.13424
0.01035	-0.13746
0.01035	-0.14052
0.01035	-0.13907
0.01035	-0.13891
0.01035	-0.13730
0.01035	-0.13955
0.01035	-0.14148
0.01035	-0.13762
0.01035	-0.13858
0.01035	-0.13891
0.01035	-0.13585
0.01035	-0.13472
0.01035	-0.13714
0.01035	-0.13939
0.01035	-0.13649
0.01035	-0.13681
0.01035	-0.13955
0.01035	-0.13907
0.01035	-0.13826
0.01035	-0.14003
0.01035	-0.13923
0.01035	-0.13794
0.01035	-0.14165
0.01035	-0.13826
0.01035	-0.13697
0.01035	-0.13714
0.01035	-0.14197
0.01035	-0.13488
0.01035	-0.13971
0.01035	-0.14084
0.01035	-0.13875
0.01035	-0.14132
0.01035	-0.13939
0.01035	-0.14052
0.01035	-0.13891
0.01035	-0.13714
0.01035	-0.13617
0.01035	-0.13971
0.01035	-0.13794
0.01035	-0.13971
0.01035	-0.14197
0.01035	-0.13810
0.01035	-0.13681
0.01035	-0.13939
0.01035	-0.14036
0.01035	-0.13569
0.01035	-0.13891
0.01035	-0.14374
0.01035	-0.14052
0.01035	-0.13858
0.01035	-0.13858
0.01035	-0.13778
0.01035	-0.13939
0.01035	-0.14261
0.01035	-0.13794
0.01035	-0.13552
0.01035	-0.13923
0.01035	-0.13987
0.01035	-0.14213
0.02070	-0.14068
0.02070	-0.14068
0.02070	-0.13842
0.02070	-0.13987
0.02070	-0.13681
0.02070	-0.14358
0.02070	-0.14229
0.02070	-0.13552
0.02070	-0.14052
0.02070	-0.13971
0.02070	-0.13875
0.02070	-0.14036
0.02070	-0.14052
0.02070	-0.13456
0.03104	-0.14116
0.07244	-0.13971
0.26905	-0.13987
0.44497	-0.13697
0.69333	-0.13971
0.96238	-0.14068
1.33492	-0.13520
1.64536	-0.14277
2.06964	-0.14084
2.45252	-0.14020
2.89749	-0.14052
3.25968	-0.13875
3.60117	-0.13858
3.92197	-0.14148
4.17032	-0.14293
4.41868	-0.14342
4.59460	-0.14181
4.79121	-0.13987
4.93609	-0.13907
5.06027	-0.13842
5.16375	-0.13891
5.24654	-0.13858
5.30862	-0.13891
5.37071	-0.14277
5.40176	-0.14261
5.43280	-0.13746
5.44315	-0.13923
5.44315	-0.14052
5.44315	-0.14084
5.44315	-0.13520
5.44315	-0.13762
5.44315	-0.13681
5.45350	-0.13730
5.50524	-0.14132
5.52594	-0.14213
5.60872	-0.14293
5.65012	-0.14245
