Black Body Radiation Experiment Wed, Oct 19, 2022 11:35 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.04048
0.00000	-0.03597
0.00000	-0.03854
0.00000	-0.04128
0.00000	-0.04160
0.00000	-0.04322
0.00000	-0.04032
0.00000	-0.04177
0.00000	-0.03564
0.00000	-0.03951
0.00000	-0.04386
0.00000	-0.03613
0.00000	-0.03693
0.00000	-0.04144
0.00000	-0.04370
0.00000	-0.03661
0.00000	-0.04064
0.00000	-0.04032
0.00000	-0.03887
0.00000	-0.03887
0.00000	-0.04434
0.00000	-0.03919
0.00000	-0.03967
0.00000	-0.03983
0.00000	-0.04177
0.00000	-0.03903
0.00000	-0.04080
0.00000	-0.03838
0.00000	-0.03870
0.00000	-0.03613
0.00000	-0.03999
0.00000	-0.03645
0.00000	-0.03887
0.00000	-0.04305
0.00000	-0.04048
0.00000	-0.03758
0.00000	-0.03967
0.00000	-0.04289
0.00000	-0.03790
0.00000	-0.03870
0.00000	-0.04418
0.00000	-0.03967
0.00000	-0.04209
0.01035	-0.03999
0.01035	-0.03919
0.01035	-0.04032
0.02070	-0.04096
0.02070	-0.03951
0.02070	-0.04273
0.02070	-0.03887
0.02070	-0.04467
0.02070	-0.03951
0.02070	-0.03774
0.02070	-0.04289
0.02070	-0.04112
0.02070	-0.04144
0.02070	-0.03903
0.02070	-0.04241
0.02070	-0.04080
0.02070	-0.04048
0.02070	-0.04450
0.02070	-0.04177
0.02070	-0.04241
0.02070	-0.04289
0.02070	-0.03822
0.02070	-0.03806
0.02070	-0.03838
0.02070	-0.04402
0.02070	-0.03935
0.02070	-0.04257
0.02070	-0.03822
0.02070	-0.04241
0.03104	-0.04225
0.03104	-0.04434
0.03104	-0.04080
0.03104	-0.04096
0.03104	-0.04064
0.03104	-0.03742
0.03104	-0.03854
0.03104	-0.04273
0.03104	-0.04273
0.03104	-0.03742
0.03104	-0.04402
0.03104	-0.04483
0.03104	-0.04112
0.03104	-0.04144
0.03104	-0.03967
0.04139	-0.03999
0.04139	-0.03790
0.04139	-0.04193
0.04139	-0.03951
0.04139	-0.03838
0.05174	-0.04370
0.08279	-0.03999
0.23801	-0.04144
0.25870	-0.03725
0.38288	-0.03548
0.44497	-0.03999
0.62089	-0.04322
0.74507	-0.03983
0.87960	-0.04257
1.01412	-0.04015
1.13830	-0.03387
1.25213	-0.03887
1.42805	-0.04241
1.51084	-0.04112
1.61432	-0.03983
1.70745	-0.03935
1.79024	-0.04080
1.87302	-0.04160
1.94546	-0.03983
2.00755	-0.03999
2.09034	-0.04305
2.15242	-0.03854
2.22486	-0.04032
2.30765	-0.03887
2.39043	-0.03419
2.47322	-0.03516
2.54566	-0.03983
2.63879	-0.04177
2.73192	-0.04338
2.83541	-0.04225
2.93889	-0.04112
3.04237	-0.04193
3.13550	-0.03580
3.23899	-0.03790
3.35282	-0.04354
3.46665	-0.03903
3.58048	-0.04160
3.68396	-0.03709
3.78744	-0.03580
3.88057	-0.04064
3.96336	-0.03758
4.03580	-0.03951
4.10823	-0.04015
4.18067	-0.04257
4.24276	-0.03758
4.30485	-0.03870
4.36694	-0.04128
4.43938	-0.03935
4.49112	-0.03725
4.54286	-0.04080
4.59460	-0.03210
4.64634	-0.04273
4.72913	-0.04160
4.79121	-0.04160
4.84296	-0.04015
4.88435	-0.03887
4.94644	-0.03854
5.00853	-0.03983
5.07062	-0.04273
5.14305	-0.04128
5.21549	-0.03774
5.28793	-0.03983
5.36037	-0.03854
5.43280	-0.03903
5.50524	-0.03661
5.58803	-0.04080
5.66046	-0.03709
5.74325	-0.03967
5.80534	-0.03903
5.89847	-0.04257
5.98126	-0.03887
6.05369	-0.03903
6.12613	-0.03452
6.19857	-0.04160
6.26066	-0.03983
6.33310	-0.03983
6.39519	-0.03870
6.44693	-0.03597
6.50902	-0.03742
6.56076	-0.03887
6.61250	-0.03919
6.66424	-0.03645
6.71598	-0.03935
6.76772	-0.04128
6.80911	-0.03580
6.86085	-0.03790
6.89190	-0.04177
6.94364	-0.04015
6.99538	-0.04064
7.03677	-0.04048
7.08851	-0.03870
7.14026	-0.03790
7.19200	-0.04032
7.23339	-0.04032
7.27478	-0.04305
7.30583	-0.04273
7.34722	-0.03725
7.38861	-0.03870
7.43000	-0.03838
7.46105	-0.04128
7.50244	-0.03709
