Black Body Radiation Experiment Wed, Oct 19, 2022 11:27 AM
Sensor Position (Degrees)	Light Intensity (Volts)
0.00000	-0.03919
0.00000	-0.04048
0.00000	-0.04241
0.00000	-0.04096
0.00000	-0.04273
0.00000	-0.04032
0.00000	-0.04209
0.00000	-0.04080
0.00000	-0.04209
0.00000	-0.03709
0.00000	-0.04241
0.00000	-0.04305
0.00000	-0.04015
0.00000	-0.04354
0.00000	-0.03597
0.00000	-0.04322
0.00000	-0.03983
0.00000	-0.03790
0.00000	-0.04193
0.00000	-0.03999
0.00000	-0.03999
0.00000	-0.03887
0.00000	-0.04402
0.00000	-0.04515
0.00000	-0.04177
0.00000	-0.04241
0.00000	-0.04112
0.00000	-0.03999
0.00000	-0.03854
0.00000	-0.03999
0.00000	-0.04499
0.00000	-0.03887
0.00000	-0.04177
0.00000	-0.04032
0.00000	-0.03951
0.00000	-0.03693
0.00000	-0.03838
0.00000	-0.04064
0.00000	-0.03919
0.00000	-0.03935
0.00000	-0.04160
0.00000	-0.04080
0.00000	-0.04128
0.00000	-0.03629
0.00000	-0.04305
0.00000	-0.03951
0.00000	-0.04177
0.00000	-0.03983
0.00000	-0.04096
0.00000	-0.04048
0.00000	-0.04064
0.00000	-0.04241
0.00000	-0.04177
0.00000	-0.04193
0.00000	-0.03999
0.00000	-0.04289
0.00000	-0.04225
0.00000	-0.04144
0.00000	-0.04209
0.00000	-0.04209
0.00000	-0.04096
0.00000	-0.04483
0.00000	-0.04064
0.00000	-0.03919
0.00000	-0.04128
0.00000	-0.04467
0.00000	-0.03870
0.00000	-0.03935
0.00000	-0.03822
0.00000	-0.04080
0.00000	-0.03935
0.00000	-0.04257
0.00000	-0.04048
0.00000	-0.04305
0.00000	-0.04080
0.00000	-0.04225
0.00000	-0.03903
0.00000	-0.04193
0.00000	-0.03935
0.00000	-0.03951
0.00000	-0.04080
0.00000	-0.04225
0.00000	-0.04144
0.00000	-0.03822
0.00000	-0.03903
0.00000	-0.03806
0.00000	-0.03935
0.00000	-0.04660
0.00000	-0.04289
0.00000	-0.04499
0.00000	-0.04032
0.00000	-0.03806
0.00000	-0.04096
0.00000	-0.04305
0.00000	-0.03919
0.00000	-0.04015
0.00000	-0.04225
0.00000	-0.04128
0.00000	-0.04160
0.00000	-0.04112
0.00000	-0.03725
0.00000	-0.03790
0.00000	-0.03999
0.00000	-0.03597
0.00000	-0.03677
0.00000	-0.03870
0.00000	-0.04064
0.00000	-0.03983
0.00000	-0.04402
0.00000	-0.03854
0.01035	-0.04015
0.01035	-0.03967
0.01035	-0.04048
0.01035	-0.04418
0.01035	-0.04241
0.01035	-0.03661
0.01035	-0.03693
0.01035	-0.04032
0.01035	-0.04289
0.01035	-0.04386
0.01035	-0.04144
0.01035	-0.04032
0.01035	-0.03838
0.01035	-0.04144
0.01035	-0.04160
0.01035	-0.03967
0.01035	-0.03999
0.01035	-0.03903
0.01035	-0.04322
0.01035	-0.03967
0.01035	-0.04144
0.01035	-0.04257
0.01035	-0.04160
0.01035	-0.04257
0.01035	-0.03951
0.01035	-0.03935
0.01035	-0.04193
0.01035	-0.03645
0.01035	-0.03903
0.01035	-0.03822
0.02070	-0.03999
0.02070	-0.03999
0.02070	-0.03838
0.02070	-0.03887
0.02070	-0.03870
0.02070	-0.03951
0.06209	-0.04032
0.36219	-0.03806
0.38288	-0.03709
0.65194	-0.03790
0.85890	-0.03822
1.21074	-0.03548
1.56258	-0.03339
1.97651	-0.03758
2.43183	-0.03870
2.70088	-0.03677
2.90784	-0.03790
3.08376	-0.03564
3.24933	-0.03613
3.40456	-0.04112
3.48734	-0.03725
3.55978	-0.03661
3.59082	-0.03468
3.60117	-0.03742
3.60117	-0.03629
3.60117	-0.03613
3.60117	-0.03194
3.60117	-0.03081
3.60117	-0.03838
3.60117	-0.03661
3.60117	-0.03355
3.60117	-0.03725
3.60117	-0.03436
3.62187	-0.03371
3.65291	-0.03548
3.71500	-0.03452
3.78744	-0.03548
3.88057	-0.03854
3.98406	-0.03355
4.07719	-0.03178
4.18067	-0.03242
4.28415	-0.03580
4.38764	-0.03790
4.49112	-0.03500
4.60495	-0.03854
4.70843	-0.03371
4.81191	-0.03564
4.92574	-0.03758
5.04992	-0.03693
5.16375	-0.03645
5.27758	-0.03870
5.40176	-0.03129
5.51559	-0.03742
5.61907	-0.03548
5.72255	-0.03564
5.86743	-0.03371
5.97091	-0.03935
6.10544	-0.03436
6.22961	-0.03484
6.33310	-0.03516
6.45727	-0.03725
6.59180	-0.03355
6.71598	-0.03452
6.84016	-0.03371
6.96434	-0.03146
7.09886	-0.03516
7.20234	-0.03500
7.31617	-0.03226
7.43000	-0.03645
7.55418	-0.03419
7.66801	-0.03516
7.78184	-0.03419
7.89567	-0.03580
8.00950	-0.03291
8.11299	-0.03291
8.24751	-0.03307
8.34065	-0.03452
8.46482	-0.03194
8.58900	-0.03532
